CATSFX,GENUS,SPECIES,SUBSPECIES,HYBRIDTYPE,AGE,SEX,DATE,COUNTRY,STATE,COUNTY,SPECLOC,COLLECTOR,CFIRSTNAME,COLLCATNUM,PREPARATOR,PFIRSTNAME,MASS,BODYCOND,REMARKS,DISPOS,AVAIL,SKINMEAS,EDWARDS,LATDEG,LATMIN,LONDEG,LONMIN
11366,Melospiza,melodia,sanaka,,HY,M,01 Jul 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP171,Pruett,Christin L,43.5,"fat:very light;te:l:2.1x1.8;sk:unoss.;molt:light body, all rectrices;stom:insects and seeds",hab:coastal cliffside,1220,,wch:82.6;tl:74.1;ts:27.5;bl:9.7;blh:6.2;blw:5.5;skl:36.5,Z65c050,,,,
37190,Melospiza,melodia,sanaka,,AHY,F,01 Jun 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2807,Withrow,Jack J,41,Fat:very light; OV:7x5; SK:100% oss.; Molt:none;,"incubation patch, probably post laying; gut saved; prep. 27 Aug 2015;",1230,,WCH:72.4; TL:74.7; TS:26.7; BL:12.0; BLH:6.9; BLW:7.0; SKL:38.7;,Z65c050,,,,
37188,Melospiza,melodia,sanaka,,AHY,F,01 Jun 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2806,Withrow,Jack J,39,Fat:light; OV:10x9; SK:100% oss.; Molt:none;,incubation patch; gut saved; prep. 4 Sep 2015;,1230,,WCH:76.2; TL:71.6; TS:26.4; BL:11.6; BLH:6.3; BLW:5.7; SKL:38.4;,Z65c050,,,,
37189,Melospiza,melodia,sanaka,,AHY,M,01 Jun 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2805,Withrow,Jack J,41,Fat:light; TE:9x7; SK:100% oss.; Molt:none;,gut saved; prep. 8 Sep 2015;,122y,,WCH:83.0; TL:75.4; TS:27.4; BL:12.0; BLH:7.6; BLW:5.3; SKL:38.4;,Z65c050,,,,
37740,Melospiza,melodia,sanaka,,AHY,M,28 May 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2795,Withrow,Jack J,44,Fat:light; TE:present;,cloacal protuberance; singing; HAB:rocks above beach; missing many head feathers; salt skin; prep. 4 June 2015;,1020,,,Z65c050,,,,
37741,Melospiza,melodia,sanaka,,AHY,F,28 May 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2793,Withrow,Jack J,43,Fat:light to medium; OV:present;,incubation patch; paired with JJW2794; salt skin; prep. 5 June 2015;,1020,,,Z65c050,,,,
37742,Melospiza,melodia,sanaka,,AHY,M,28 May 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2794,Withrow,Jack J,43,Fat:light; TE:present;,cloacal protuberance; paired with JJW2793; salt skin; prep. 8 June 2015;,1020,,,Z65c050,,,,
37743,Melospiza,melodia,sanaka,,AHY,F,27 May 2015,USA,Alaska,Alaska Peninsula,Sutwik Island,Withrow,Jack J,JJW2785,Withrow,Jack J,46,"Fat:moderate; OV:post laying, ropey oviduct; SK:100% oss.;",HAB:beach; incubation patch; salt skin; prep. 6 June 2015;,1020,,,Z65c050,,,,
11236,Melospiza,melodia,sanaka,,AHY,M,16 May 2000,USA,Alaska,Aleutian Islands,"Fox Islands, Bogoslof Island",Winker,Kevin S,KSW3369,Winker,Kevin S,47.1,TE:L=10.8X6.8; FAT & MOLT:None; SK:Ossified; STOM:Insects +?,Badly shot.  HAB:Flattish grassland above beach. Skin/skel/tiss2/stom/guts,1230,,WCH:81.9; TL:80.4; TS:28.5; BL:12.3; BLH:7.4; BLW:5.2; SKL:36.5,Z65c050,,,,
11237,Melospiza,melodia,sanaka,,AHY,M,16 May 2000,USA,Alaska,Aleutian Islands,"Fox Islands, Bogoslof Island",Winker,Kevin S,KSW3368,Winker,Kevin S,47,TE:L=9.7X6.6; FAT:Very light; MOLT:None; SK:Ossified; STOM: Insects +?,HAB:Rocky scree above beach.  Skin/skel/tiss2/stom/guts.,1230,,WCH:87.2; TL:82.3; TS:26.5; BL:11.2; BLH:7.1; BLW:4.9; SKL:37.9,Z65c050,,,,
15355,Melospiza,melodia,sanaka,,HY,F,27 Aug 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Samalga Island",Williams,Jeffrey C,ABJ652,Johnson,Andrew B,40.0,OV:2X1; FAT:Light; SK:0% ossified; MOLT:Light body,Skin/skel/tiss2/stom/guts,1230,,WCH:77.2; TL:76.3; TS:27.0; BL:11.3; BLH:6.7; BLW:5.8; SKL:37.3,Z65c050,,,,
15377,Melospiza,melodia,sanaka,,U,M,27 Aug 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Samalga Island",Williams,Jeffrey C,JMM089,Maley,James M,44.1,TE:2.0X1.0; FAT:Light; SK:--; MOLT:Heavy body,Skin/skel/tiss2/stom/guts,1230,,WCH:80.0; TL:77.0; TS:27.0; BL:11.4; BLH:7.4; BLW:6.5; SKL:--,Z65c050,,,,
15374,Melospiza,melodia,sanaka,,AHY,M,27 Aug 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Samalga Island",Williams,Jeffrey C,JMM088,Maley,James M,46.3,LT=2.0X1.0; FAT:Light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:84.9; TL:81.0; TS:27.2; BL:12.8; BLH:6.9; BLW:6.1; SKL:38.4,Z65c050,,,,
14193,Melospiza,melodia,sanaka,,AHY,F,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3860,Winker,Kevin S,52.9,"OV:laying condition, incubation patch, ova to 9.5; FAT & MOLT: None; SK:ossified",Skin/skel/tiss2/stom,1230,,WCH:73.8; TL:68.9; TS:25.1; BL:12.6; BLH:6.8; BLW:5.4; SKL:39.0,Z65c050,,,,
15337,Melospiza,melodia,sanaka,,AHY,F,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3862,Winker,Kevin S,43.6,OV:8.2X4.8; FAT & MOLT:None; SK:Ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:79.2; TL:71.1; TS:26.2; BL:12.0; BLH:7.3; BLW:6.8; SKL:38.1,Z65c050,,,,
15334,Melospiza,melodia,sanaka,,AHY,M,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3864,Winker,Kevin S,45.9,TE:L=11.8X8.2; FAT & MOLT:None: SK:Ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:82.0; TL:74.8; TS:27.5; BL:12.5; BLH:7.0; BLW:6.2; SKL:37.6,Z65c050,,,,
18514,Melospiza,melodia,sanaka,,AHY,M,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3855,Winker,Kevin S,47.5,LT=10X8.5; FAT:Very light; MOLT:Beginning in tail (adventitious?),Skin/skel/tiss2/stom/guts,1230,,WCH:82.7; TL:78.6; TS:27.4; BL:12.1; BLH:7.3; BLW:5.6; SKL:39.4,Z65c050,,,,
15336,Melospiza,melodia,sanaka,,AHY,F,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3858,Winker,Kevin S,45.3,OV:11.6X7.8; FAT & MOLT:None; SK:Ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:82.8; TL:74.5; TS:26.5; BL:11.7; BLH:7.2; BLW:5.4; SKL:37.9,Z65c050,,,,
15384,Melospiza,melodia,sanaka,,AHY,M,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3857,Winker,Kevin S,44.7,LT=8.5X7.8; FAT & MOLT:None; SK:100% ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:83.7; TL:79.2; TS:24.3; BL:12.4; BLH:7.0; BLW:5.6; SKL:39.3,Z65c050,,,,
15335,Melospiza,melodia,sanaka,,AHY,M,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3859,Winker,Kevin S,47.2,TE:L=10.3X8.0; FAT & MOLT:None; SK:Ossified,Skin/skel/tiss2/stom/guts,1230,,WCH:84.1; TL:75.8; TS:28.4; BL:12.8; BLH:7.7; BLW:5.9; SKL:39.4,Z65c050,,,,
18515,Melospiza,melodia,sanaka,,DNY,U,18 Jun 2001,USA,Alaska,Aleutian Islands,"Fox Islands, Ugamak Island",Winker,Kevin S,KSW3856,Winker,Kevin S,36.4,"Gonads not identified; FAT:None; MOLT:Body, wings, and tail",Skin/tiss2/stom/guts,1030,,,Z65c050,,,,
11239,Melospiza,melodia,sanaka,,AHY,F,12 May 2000,USA,Alaska,Aleutian Islands,"Fox Islands, Unalaska Island",Winker,Kevin S,KSW3348,Winker,Kevin S,58.7,"OV:Laying condition--shelled egg in oviduct, then ova 11, 9.5, and 6.5mm; FAT: Very light; MOLT:None; SK:Ossified; STOM:Insects +?",HAB:Stony beach.  Skin/skel/tiss2/stom/guts.,1230,,WCH:78.1; TL:74.6; TS:27.3; BL:12.9; BLH:7.1; BLW:5.2; SKL:40.4,Z65c050,,,,
11238,Melospiza,melodia,sanaka,,AHY,M,12 May 2000,USA,Alaska,Aleutian Islands,"Fox Islands, Unalaska Island",Winker,Kevin S,KSW3347,Winker,Kevin S,46.3,TE:L=10.4X6.5; FAT:Very light; MOLT:None; SK:Ossified,HAB:Stony beach.  Feeding at tidewater. Skin/skel/tiss2/stom/guts.,1230,,WCH:85.8; TL:83.6; TS:26.5; BL:12.9; BLH:7.0; BLW:5.7; SKL:39.4,Z65c050,,,,
38181,Melospiza,melodia,sanaka,,AD,F,27 Aug 2001,USA,Alaska,Aleutian Islands,Samalga Island,Williams,Jeffrey C,JJW3074,Withrow,Jack J,38.5,Fat:very light; OV:4x3; SK:100% oss.; Molt:light back;,several white feathers on head; prep. 2 Mar 2016;,1020,,WCH:81.0; TL:82.1; TS:-; BL:11.8; BLH:7.0; BLW:5.7; SKL:37.7;,Z65c050,,,,
34543,Melospiza,melodia,sanaka,,HY,M,27 Aug 2001,USA,Alaska,Aleutian Islands,Samalga Island,,,JJW2336,Withrow,Jack J,41,Fat:light; TE:<1x1; SK:0% oss.; Molt:some body;,gut saved; prep. 7 Feb 2013;,1230,,WCH:84.0; TL:82.4; TS:27.3; BL:11.1; BLH:6.7; BLW:5.0; SKL:37.1;,Z65c050,,,,
14161,Melospiza,melodia,sanaka,,AD,F,18 Jun 2001,USA,Alaska,Aleutian Islands,Ugamak Island,Winker,Kevin S,KSW3863,Topp,Carrie,44.5,"FAT:light; MOLT:none; STOM:inverts; SK:100% oss.; OV:11.6x7.0, granular","very worn feathers, tail. Skin/p.skel/tiss2/stom/gut",1230,,WCH:77.4; TL:(73.9); TS:28.5; BL:12.2; BLH:7.2; BLW:6.0; SKL:37.7,Z65c050,,,,
13903,Melospiza,melodia,sanaka,,AD,M,18 Jun 2001,USA,Alaska,Aleutian Islands,Ugamak Island,Winker,Kevin S,KSW3861,Weicker,Jacqueline J,50.2,"FAT:none; MOLT:none; SK:100%; STOM:vegetable matter; TE:L=13x7, R=11x10",Large cloacal protuberance; skin/p.skel/stom/guts/tiss2,1230,,WCH:82.3; TL:78.1; TS:28.0; BL:12.5; BLH:7.0; BLW:5.0; SKL:39.6,Z65c050,,,,
41405,Melospiza,melodia,sanaka,,HY,F,16 Jul 2002,USA,Alaska,Aleutian Islands,Ugamak Island,Rocque,Deborah A,DAR311,Spaulding,Fern,,Fat:moderate; OV:<1x1; Molt:trace;,gut saved; prep. 24 Feb 2018;,1030,,,Z65c050,,,,
41406,Melospiza,melodia,sanaka,,HY,U,16 Jul 2002,USA,Alaska,Aleutian Islands,Ugamak Island,Rocque,Deborah A,DAR310,Spaulding,Fern,40.85,"Fat:moderate; gonads unidentifiable; Molt:moderate flight feathers, trace body;",gut saved; prep. 17 Feb 2018;,1030,,,Z65c050,,,,
28554,Melospiza,melodia,sanaka,,AD,F,18 May 2011,USA,Alaska,Kodiak Archipelag,"Chirikof I., bluffs just east of West Point",Withrow,Jack J,JJW1092,Withrow,Jack J,50,"Fat:trace; OV:present, ova to 11x11;",incubation patch; prep. 29 June 2011;,1220,,WCH:79.4; TL:69.7; TS:26.6; BL:11.6; BLH:6.7; BLW:5.7; SKL:37.6;,Z65c050,,,,
28553,Melospiza,melodia,sanaka,,AD,F,18 May 2011,USA,Alaska,Kodiak Archipelag,"Chirikof I., bluffs just east of West Point",Withrow,Jack J,JJW1094,Withrow,Jack J,45,Fat:light; OV:8x7; SK:100% oss.;,incubation patch; gut saved; prep. 30 May 2011;,1220,,WCH:79.6; TL:71.8; TS:25.0; BL:11.4; BLH:6.3; BLW:5.5; SKL:37.5;,Z65c050,,,,
28555,Melospiza,melodia,sanaka,,AD,M,18 May 2011,USA,Alaska,Kodiak Archipelag,"Chirikof I., bluffs just east of West Point",Withrow,Jack J,JJW1093,Withrow,Jack J,47,Fat:trace; TE:11x7; SK:100% oss.;,gut saved; prep. 29 June 2011;,1220,,WCH:88.0; TL:84.5; TS:27.7; BL:12.3; BLH:6.4; BLW:5.2; SKL:39.4;,Z65c050,,,,
31448,Melospiza,melodia,sanaka,,HY,U,14 Jul 2002,USA,Alaska,Semidi Islands,Kateektuk Island,,,DAR308,Withrow,Jack J,47,Fat:trace; gonads unidentifiable; SK:0% oss.; Molt:heavy;,prep. 29 Mar 2013;,1020,,,Z65c050,,,,
10091,Melospiza,melodia,sanaka,,AD,M,30 Jun 1999,USA,Alaska,Shumagin Islands,King Cove,Pruett,Christin L,CLP169,Spellman,Garth M,44.6,"TE:L=12.4X8.6, R=10.9X9.2; FAT:Very light; SK:100% ossified; MOLT:None; STOM:Seed/insects",HAB:Coastal cliffside.,1230,,WCH:84.8; TL:75.7; TS:26.2; BL:11.9; BLH:5.8; BLW:8.0; SKL:38.1,Z65c050,,,,
11585,Melospiza,melodia,sanaka,,AHY,F,09 Jul 1999,USA,Alaska,Shumagin Islands,"Popof Island, Sand Point",Spellman,Garth M,CLP251,Pruett,Christin L,39.4,"OV:9.5X6.2, largest follicle 1.8; FAT:None; SK:100% ossified; MOLT:None; STOM:Insects",Incubation patch. Rocky Beach. Skin/skel/tiss2/stom.,1230,,WCH:77.9; TL:71.8; TS:25.1; BL:12.3; BLH:6.8; BLW:4.8; SKL:38.8,Z65c050,,,,
10171,Melospiza,melodia,sanaka,,AHY,M,07 Jul 1999,USA,Alaska,Shumagin Islands,"Popof Island, Sand Point",Pruett,Christin L,CLP237,Pruett,Christin L,42.7,"TE:L=11.0X7.5, R=9.8X8.5; FAT:Light; MOLT:None; SK:100% ossified; STOM:Insects",HAB:Rocky beach,1230,,WCH:82.1; TL:73.3; TS:28.5; BL:13.8; BLH:6.8; BLW:5.6; SKL:39.5,Z65c050,,,,
10090,Melospiza,melodia,sanaka,,AD,F,07 Jul 1999,USA,Alaska,Shumagin Islands,"Popof Island, Sand Point",Spellman,Garth M,CLP230,Spellman,Garth M,45.9,OV:largest follicle 11.4X10.7; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects/vegetation.,CLP=Christin L Pruett.  HAB:Alder thicket,1230,,WCH:83.1; TL:86.2; TS:21.8; BL:13.0; BLH:7.1; BLW:5.0; SKL:39.1,Z65c050,,,,
11379,Melospiza,melodia,sanaka,,AHY,M,07 Jul 1999,USA,Alaska,Shumagin Islands,"Popof Island, Sand Point",Spellman,Garth M,CLP235,Pruett,Christin L,44.3,TE:L=11.0X8.6; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects,Rocky beach. Partial incubation patch. Skin/skel/tiss2/stom/guts,1230,,WCH:83.9; TL:70.2; TS:26.7; BL:13.0; BLH:5.8; BLW:5.0; SKL:39.5,Z65c050,,,,
10187,Melospiza,melodia,sanaka,,AHY,M,07 Jul 1999,USA,Alaska,Shumagin Islands,Sand Point,Spellman,Garth M,CLP233,Rocque,Deborah A,44.8,sk 100; fat little; molt no; TE left 11.2 x 8.8,,1230,,wch 87.5; tl 90.7; ts 27.9; bl 13.1; blh 6.2; blw 5.8; skl 38.9,Z65c050,,,,
11276,Melospiza,melodia,sanaka,,AHY,M,09 Jul 1999,USA,Alaska,Shumagin Islands,Sand Point,Spellman,Garth M,CLP250,Pruett,Christin L,43.1,fat:none;te:l:6.5x4.6;sk:100%oss.;molt:none;stom:insects,hab:rocky beach;upper mandible shot off,1230,,wch:78.6;tl:76.3;ts:28.2;bl:[11.6];blh:6.9;blw:5.8;skl:[39.6],Z65c050,,,,
11713,Melospiza,melodia,sanaka,,HY,F,07 Jul 1999,USA,Alaska,Shumagin Islands,Sand Point,Pruett,Christin L,CLP238,Pruett,Christin L,39.7,fat:light;ov:oviduct seen;sk:unoss.;molt:heavy body molt;stom:insects,hab:rocky beach,1220,,wch:80.1;tl:83.7;ts:27.4;bl:11.2;blh:6.4;blw:5.6;skl:37.8,Z65c050,,,,
12142,Melospiza,melodia,sanaka,,AD,M,07 Jul 1999,USA,Alaska,Shumagin Islands,Sand Point,Spellman,Garth M,CLP236,Rocque,Deborah A,48.5,fat:light;molt:none;te:l:8.1x6.4;sk:shot hard,,1230,,wch:82.8;tl:82.1;ts:28.2;bl:13.0;blh:7.3;blw:6.0;skl:38.1,Z65c050,,,,
11390,Melospiza,melodia,sanaka,,AHY,M,07 Jul 1999,USA,Alaska,Shumagin Islands,Sand Point,Spellman,Garth M,CLP234,Pruett,Christin L,44.8,fat:light;te:l:10.1x8.0;sk:100%oss.;molt:none;stom:insects,hab:rocky beach,1230,,wch:85.8;bl:84.5;ts:28.5;bl:12.7;blh:7.1;blw:5.8;skl:39.4,Z65c050,,,,
38183,Melospiza,melodia,sanaka,,HY,M,16 Jul 2001,USA,Alaska,Shumagin Islands,Simeonof Island,,,JJW3067,Withrow,Jack J,36,Fat:light; TE:1x1; SK:unoss.; Molt:moderate;,appeared to have been snap trapped; probably came to UAM via AMNWR; gut saved; prep. 25 Feb 2016;,1020,,,Z65c050,,,,
30145,Melospiza,melodia,sanaka,,AHY,M,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1554,Withrow,Jack J,,Fat:light; TE:9x8; SK:100% oss.;,gut saved; prep. 19 June 2012;,1220,,none taken;,Z65c050,,,,
30138,Melospiza,melodia,sanaka,,AHY,F,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1557,Withrow,Jack J,54.5,Fat:light; OV:shelled egg in oviduct; SK:100% oss.;,prep. 10 June 2012;,1220,,WCH:76.4; TL:72.6; TS:26.4; BL:11.8; BLH:6.4; BLW:5.0; SKL:37.2;,Z65c050,,,,
30143,Melospiza,melodia,sanaka,,AHY,F,08 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1556,Withrow,Jack J,53,"Fat:light; OV:shelled egg in oviduct, another ova to 12x12;",incubation patch; gut saved; prep. 21 June 2012;,1220,,WCH:77.3; TL:75.2; TS:26.8; BL:11.7; BLH:6.0; BLW:5.2; SKL:37.8;,Z65c050,,,,
30140,Melospiza,melodia,sanaka,,AHY,F,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1559,Withrow,Jack J,45,"Fat:light/moderate; OV:11x9, post laying follicles; SK:100% oss.;",incubation patch; gut saved; prep. 15 June 2012;,1220,,WCH:78.5; TL:76.3; TS:26.6; BL:11.5; BLH:6.0; BLW:5.3; SKL:37.7;,Z65c050,,,,
30144,Melospiza,melodia,sanaka,,AHY,M,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1553,Withrow,Jack J,46,Fat:light; TE:15x8; SK:100% oss.;,gut saved; prep. 20 June 2012;,1220,,WCH:83.9; TL:74.8; TS:27.2; BL:12.1; BLH:6.5; BLW:5.8; SKL:38.8;,Z65c050,,,,
30139,Melospiza,melodia,sanaka,,AHY,M,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1555,Withrow,Jack J,43,Fat:trace/light; SK:100% oss.; TE:10x10;,gut saved; prep. 12 June 2012;,1220,,WCH:85.1; TL:76.2; TS:26.0; BL:12.9; BLH:12.1; BLW:5.4; SKL:39.2;,Z65c050,,,,
30141,Melospiza,melodia,sanaka,,AHY,M,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1558,Withrow,Jack J,43.5,Fat:light; TE:10x10; SK:100% oss.;,gut saved; prep. 14 June 2012;,1220,,WCH:86.0; TL:78.3; TS:27.2; BL:12.4; BLH:6.4; BLW:5.8; SKL:39.0;,Z65c050,,,,
30142,Melospiza,melodia,sanaka,,AHY,M,03 Jun 2012,USA,Alaska,,Chirikof I.,Withrow,Jack J,JJW1560,Withrow,Jack J,44,Fat:trace; TE:11x10; SK:100% oss.;,prep. 8 June 2012;,1220,,WCH:86.2; TL:78.3; TS:25.8; BL:12.0; BLH:6.2; BLW:5.2; SKL:38.9;,Z65c050,,,,
35422,Melospiza,melodia,sanaka,,AD,F,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2421,Withrow,Jack J,45,"Fat:light; OV:10x8, at least one post ovulating follicle; SK:100% oss.;",incubation patch; gut saved; prep. 17 June 2014;,1220,,WCH:75.8; TL:71.0; TS:-; BL:11.6; BLH:6.7; BLW:5.0; SKL:38.1;,Z65c050,,,,
35420,Melospiza,melodia,sanaka,,AD,M,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2427,Withrow,Jack J,43.5,Fat:light; TE:9x8; SK:100% oss.;,gut saved; prep. 23 May 2014;,1220,,WCH:76.6; TL:-; TS:27.4; BL:12.5; BLH:6.9; BLW:5.8; SKL:39.8;,Z65c050,,,,
35417,Melospiza,melodia,sanaka,,AD,F,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2422,Withrow,Jack J,47.5,"Fat:light; OV:9x8, post laying?, oviduct not at all enlarged;",endematous incubation patch; gut saved; prep. 29 May 2014;,1220,,WCH:77.6; TL:70.0; TS:26.1; BL:12.2; BLH:6.3; BLW:5.1; SKL:39.4;,Z65c050,,,,
35425,Melospiza,melodia,sanaka,,AD,F,15 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2436,Withrow,Jack J,51.5,"moderate/heavy; OV:7x5, post laying?, oviduct very small; SK:100% oss.;",endematous incubation patch; gut saved; prep. 1 July 2014;,1220,,WCH:78.7; TL:70.3; TS:27.7; BL:11.9; BLH:6.7; BLW:5.4; SKL:38.4;,Z65c050,,,,
35419,Melospiza,melodia,sanaka,,AD,F,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2428,Withrow,Jack J,49,"Fat:moderate; OV:7x7, post laying look, oviduct regressed; SK:100% oss.;",endematous incubation patch; gut saved; prep. 18 June 2014;,1220,,WCH:79.3; TL:73.5; TS:26.3; BL:12.2; BLH:6.7; BLW:5.5; SKL:39.0;,Z65c050,,,,
35418,Melospiza,melodia,sanaka,,AD,M,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2423,Withrow,Jack J,44,Fat:very light; TE:10x8; SK:100% oss.;,gut saved; prep. 28 May 2014;,1220,,WCH:79.8; TL:74.9; TS:27.5;,Z65c050,,,,
35424,Melospiza,melodia,sanaka,,AD,M,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2425,Withrow,Jack J,45.5,Fat:light; TE:11x9; SK:100% oss.;,gut saved; prep. 19 June 2014;,1220,,WCH:81.9; TL:72.2; TS:27.1; BL:12.8; BLH:5.2; BLW:5.2; SKL:39.9;,Z65c050,,,,
35423,Melospiza,melodia,sanaka,,AD,M,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2426,Withrow,Jack J,44.5,Fat:light; TE:10x8; SK:100% oss.;,cloacal protuberance; gut saved; prep. 30 June 2014;,1220,,WCH:82.5; TL:72.5; TS:26.4; BL:13.1; BLH:7.2; BLW:5.0; SKL:39.9;,Z65c050,,,,
35426,Melospiza,melodia,sanaka,,AD,M,15 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2437,Withrow,Jack J,46,Fat:very light; TE:12x10; SK:100% oss.;,gut saved; prep. 3 July 2014;,1220,,WCH:82.7; TL:77.2; TS:27.0;,Z65c050,,,,
35421,Melospiza,melodia,sanaka,,AD,M,14 May 2014,USA,Alaska,,"Chirikof I., east side of Southwest Anchorage",Withrow,Jack J,JJW2424,Withrow,Jack J,43.5,Fat:light; TE:11x9; SK:100% oss.;,gut saved; prep. 18 June 2014;,1220,,WCH:85.4; TL:81.5; TS:28.1; BL:12.5; BLH:6.8; BLW:5.2; SKL:39.6;,Z65c050,,,,
27876,Melospiza,melodia,sanaka,,AD,M,16 May 2008,USA,Alaska,,Chirikof Island,Withrow,Jack J,UAMX5064,Withrow,Jack J,46.5,Fat:light; TE:10x8; SK:95% oss.;,,1230,,WCH:78; TL:82; TS:27.5; BL:12.6; BLH:6.9; BLW:5.8; SKL:39.7;,Z65c050,,,,
27877,Melospiza,melodia,sanaka,,AD,M,16 May 2008,USA,Alaska,,Chirikof Island,Withrow,Jack J,UAMX5065,Withrow,Jack J,43.5,Fat:little; TE:9mm; SK:bloody;,HAB:cliffs near beach; gut saved;,1230,,WCH:81; TL:77; TS:25.3; BL:11.6; BLH:6.7; BLW:5.6; SKL:38.8;,Z65c050,,,,
27878,Melospiza,melodia,sanaka,,AD,M,16 May 2008,USA,Alaska,,Chirikof Island,Withrow,Jack J,UAMX5063,Withrow,Jack J,48,Fat:moderate; TE:11mm; Molt:none;,gut saved;,1230,,WCH:84; TL:80; TS:26.2; BL:11.9; BLH:6.9; BLW:5.9; SKL:37.2;,Z65c050,,,,
31879,Melospiza,melodia,sanaka,,AD,M,08 Jul 2013,USA,Alaska,,"Chirikof Island, Southwest Anchorage",Withrow,Jack J,JJW2066,Withrow,Jack J,46.5,Fat:light; TE:5x4; SK:100% oss.; Molt:wing;,HAB:sea cliff; gut saved; prep. 27 Aug 2013;,1230,,WCH:79.5; TL:76.4; TS:26.9; BL:12.2; BLH:6.6; BLW:5.0; SKL:38.8;,Z65c050,,,,
31885,Melospiza,melodia,sanaka,,HY,F,12 Jul 2013,USA,Alaska,,"Chirikof Island, Southwest Anchorage",Withrow,Jack J,JJW2079,Withrow,Jack J,38,Fat:very light; OV:4x3; SK:0% oss.;,HAB:sea side cliffs; gut saved; prep. 17 Sep 2013;,1020,,WCH:80.3; TL:76.0; TS:25.8; BL:9.7; BLH:6.0; BLW:5.0; SKL:35.7;,Z65c050,,,,
31881,Melospiza,melodia,sanaka,,AD,F,08 Jul 2013,USA,Alaska,,"Chirikof Island, Southwest Anchorage",Withrow,Jack J,JJW2068,Withrow,Jack J,39.5,Fat:light; OV:10x8; SK:100% oss.;,HAB:sea cliff; gut saved; prep. 23 Aug 2013; incubation patch;,1230,,WCH:80.9; TL:78.5; TS:26.6; BL:12.0; BLH:6.5; BLW:5.0; SKL:37.7;,Z65c050,,,,
